Name;Nennform;Dat. (Text);Datierung;Geo. Bez.;Beruf / Tätigkeit;Typ;Biographie;GND Link;Quelle EM;ID EM
Altertumsverein (Paderborn);Altertumsverein Paderborn;1888;Datum erste Erwähnung: 1888, Korrespondenz, Vorgang;Sitz: Paderborn;;Sozietät;;https://reconcile.gnd.network/gnd/6519468-8;Nachweis aus dem Vorgang E 1103/1888 (Akte V), DS bearb. B. Gliesmann;404184
Alvarado;Alvarado;1897;Datum erste Erwähnung: 1897, Zeitpunkt Erwerbungsvorgang;;Sammler;Person;;;Nachweis aus der Objektdokumentation (KK), DS bearb. B. Gliesmann;397000
Alvensleben, von;von Alvensleben;1892;Datum erste Erwähnung: 1892, Vorgang;;;Person;;;Nachweis aus dem Vorgang E 1211/1892 (IB 10 Afrika),  DS bearb. B. Gliesmann;409309
Ambrosetti, Juan B.;Juan B. Ambrosetti;"1902; 1901";"Datum letzte Erwähnung: 1902, Erwerbungsvorgang; Datum erste Erwähnung: 1901, Erwerbungsvorgang";"Aufenthaltsort: Buenos Aires (Argentinen); Sammelgebiet: Argentinien";Veräußerer;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;90534
American Museum of Natural History, New York;American Museum of Natural History, New York;"1869; 1898; 1915";"Gründungsdatum: 1869; Datum erste Erwähnung: 1898, Abgabevorgang; Datum letzte Erwähnung: 1915, Erwerbungsvorgang, ohne Nr.";Standort: New York (Vereinigte Staaten, USA);;Körperschaft;;https://reconcile.gnd.network/gnd/1007948-8;Nachweis aus dem Inventar I+V, DS DS bearb. B. Gliesmann;141
Amthor;Amthor;1911;Datum erste Erwähnung: 1911, Erwerbungsvorgang;Wohnort: Berlin;Veräußerer, Ingenieur;Person;;;Nachweis aus dem Inventar I A, DS bearbeitet von B. Weiss, DS bearb. B. Gliesmann;1098
Anatomisches Institut Berlin;Anatomisches Institut Berlin;1898;Datum erste Erwähnung: 1898, Erwähnung im Aktenvorgang;Standort: Berlin;;Körperschaft;;;Nachweis aus dem Vorgang I B 20 Afrika, E 1120/1898, DS bearb. B. Gliesmann;377457
Anders <Dr.>;Dr. Anders;1912;Datum erste Erwähnung: 1912, Erwerbungsvorgänge, Korrespondenz;Wohnort: Liegnitz (Schlesien);Veräußerer, Assistenz-Arzt;Person;Kurzbiographie: Um 1912 tätig im Lazarett des Grenadier-Regiments 7 (Westpreußisches), König-Wilhelm I.;;"Nachweis aus dem Vorgang E 57/1912 (I B 51  Afrika), DS bearb. B. Gliesmann
(im Adressbuch 1912 ohne weitere Angaben)

Nachweis aus dem Inventar III / III Kopie, DS bearb. E. Maluche";332094
Anders, C.;C. Anders;1912;Datum erste Erwähnung: 1912, Erwerbungsvorgänge;"Wohnort: Berlin; Wohnort: Wilmersdorf; Sammelgebiet: Ostafrika";;Person;;;"Nachweis aus dem Inventar III, DS bearb. B. Gliesmann
(im Adressbuch 1912 ohne weitere Angaben)

Nachweis aus dem Inventar III / III Kopie, DS bearb. E. Maluche";2593
Anderson;Anderson;1897;Datum erste Erwähnung: 1897, Erwerbungsvorgang;;Veräußerer, Sammler (?);Person;;;Nachweis aus der Objektdokumentation (HK): Provenienzangabe aus dem Hauptkatalog VI, DS bearb. B. Gliesmann;320432
Anderson;Anderson;1904;Datum erste Erwähnung: 1904, Erwerbungsvorgang;Sammelgebiet: China;Veräußerer, Leutnant;Person;;;Nachweis aus dem Inventar I, DS  bearb. B. Gliesmann;406831
Andree, Richard;Richard Andree;"1888; 1901; 1835 - 1912";"Datum erste Erwähnung: 1888, Erwerbungsvorgang; Datum letzte Erwähnung: 1901, Erwähnung im Vorgang; Lebensdaten: 1835 - 1912";"Geburtsort: Braunschweig; Sterbeort: München; Tätigkeitsort: Leipzig [...]";Veräußerer, Geograf, Ethnologe, Kartograf, Verleger, Journalist;Person;"Kurzbiographie: 1893 bis 1903 Betreuung der Braunschweiger Völkerkundesammlung am Herzoglichen Museum zu Braunschweig (Städtisches Museum).
1873-1890 Leiter der kartographischen Anstalt von Velhagen und Klasing in Leipzig; seit 1890 in Heidelberg (1891-1903 Herausgeber des „Globus“ und 1904 bis 1912 in München).";http://d-nb.info/gnd/116309695;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann

GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB), Namensansetzung, Lebensdaten (nur Jahresangaben),
ergänz. Tätigkeiten/Funktion, Geburts-/Sterbeort Wirkungssorte, akad. Titel.
und Lit./Werke
Quelle: LCAuth; CSBA (WBIS); DBA (WBIS)
NDB (Stand: 13.11.2014): http://www.deutsche-biographie.de/sfz974.html

erg. Tätigkeit: 
Die Afrika-​Sammlung des Städtischen Museums Braunschweig
https://www.about-africa.de/sammeln-bewahren-forschen-vermitteln/149-afrika-sammlung-staedtisches-museum-braunschweig
(Sammeln Bewahren Forschen Vermitteln, veröffentl.  25. Oktober 2008), Zugriff 27.1.2020

s.a. https://de.wikipedia.org/wiki/Richard_Andree(Holzstich von 1879 und Portraitfoto o. D.), Stand 20. Mai 2019";122744
Andresen;Andresen;1894;Datum erste Erwähnung: 1894, Erwerbungsvorgang;Aufenthaltsort: Sommerstedt;;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;355263
Andresen, B.;B. Andresen;1907;Datum erste Erwähnung: 1907, Korrespondenz;Aufenthaltsort: Palau;Spediteur (?);Person;;;aus dem Bürojournal, DS bearb. B. Gliesmann;314888
Andrews, Edward M.;Edward M. Andrews;"1906; 1905";"Datum letzte Erwähnung: 1906, Erwerbungsvorgang; Datum erste Erwähnung: 1905, Erwerbungsvorgang, Korespondenz";"Aufenthaltsort: Bulawayo; Aufenthaltsort: Umtali; heutige Zuordnung: Simbabwe [...]";Sammler;Person;;;"Nachweis aus dem Vorgang, E 1845/1905, IB Afrika 34, DS bearb. B. Gliesmann

erg. aus dem Inventar III / III Kopie, erg. E. Maluche";104509
Anesaki (Masahar);Anesaki (Masahar);1901;Datum erste Erwähnung: 1901, Erwerbungsvorgang;;Veräußerer;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;397052
Angert, Franz;Franz Angert;1926;Datum erste Erwähnung: 1926, Erwerbungsvorgang;Aufenthaltsort: Sankt Gallen ;Veräußerer;Person;;;Nachweis aus dem Inventar V, DS DS bearb. B. Gliesmann;144
Ankermann, Bernhard;Bernhard Ankermann;"1896 - 1911; 14.02.1859 - 26.10.1943; 1911 - 1915 [...]";"Beschäftigungszeit: 1896 - 1911, wiss. Hilfsarbeiter, Mitarbeiter Luschans, in der Afrikanisch-Ozeanischen Abteilung des Museums für Völkerkunde Berlin; Lebensdaten: 14.02.1859 - 26.10.1943; Beschäftigungszeit: 1911 - 1915, Sammlungsdirektor der Afrikanisch-Ozeanischen Abteilung des Museums für Völkerkunde Berlin [...]";"Geburtsort: Tapiau (Ostpreußen); Sterbeort: Berlin; Aufenthaltsort: Kamerun [...]";Sammler, Afrika-Forschungsreisender, Assistent, später Kustos am MV, fotografische Aufnahmen;Person;Kurzbiographie: Ankermann wurde 1896 ohne abgeschlossene Universitätsausbildung Assistent in der Afrikaabteilung des Museums für Völkerkunde in Berlin. 1901 promovierte er mit einer Arbeit über „Die afrikanischen Musikinstrumente“. Von Oktober 1907 bis Mai 1909 unternahm er im Auftrag dieses Museums eine Forschungsreise in das Kameruner Grasland, wo er auch Musikaufnahmen für das Berliner Phonogramm-Archiv machte. Zusammen mit Jonathan Striebel bei einer Lela Zeremonie 1908*¹. Nach seiner Rückkehr erhielt er am Berliner Museum für Völkerkunde eine Kustodenstelle, 1916/1917*² wurde er zum Direktor der Afrikaabteilung ernannt. Er verfaßte zahlreiche völkerkundliche Publikationen zu Afrika sowie theoretische Abhandlungen, insbesondere zur Kulturkreislehre.;http://d-nb.info/gnd/117661813;"Nachweis aus dem Inventar III/III Kopie, DS erg. E.Maluche 
DS bearb. B. Gliesmann

Schachtzabel, Alfred 1938: ""Prof. Dr. Bernhard Ankermann zum 80. Geburtstage"", Sonderbeilage Baessler-Archiv Bd. XXI: o.S.- 

Hirschberg, Walter 1939: Festschrift zum 80. Geburtstag ""Das Werk Bernhard Ankermanns"", Zeitschrift für Ethnologie Bd. 70: 129-143. (mit Porträtaufnahme) (Bibl. unter Z 38)

verwendet in: Die Wachswalzenzylinder des BPA, S. Ziegler, SMB/Ethnolog. Museum 2006, S. 329 [1 Abb.]

*¹ Richard Fardon: Lela in Bali- History Through Ceremony in Cameroon, Berghahn Books (2006). S. 27

*² Kurt Krieger in Baessler Archiv Bd. XXI (1973), S. 110: erhielt 1916 den Titel Direktor und übernahm die selbst. Verwaltung der afrik. Sammlungen. 1916 ist also das Geburtsjahr einer eigenständigen Afrika-Abteilung.

Artikel:
http://de.wikipedia.org/wiki/Bernhard_Ankermann, Zugriff 04.12.2012";99624
Anrep-Elmpt, Reinhold;Reinhold Anrep-Elmpt;"† 26.10.1888; 1834 - 1888";"Todesdatum: † 26.10.1888, Aktenvorgang bezgl. Nachlass; Lebensdaten: 1834 - 1888";"Bezug: Kaiserreich, Russland; Sterbeort: Main-Long-gylt (Siam, Shan-Staaten); Wohnort: Rheinregion [...]";Forschungsreisender;Person;"Kurzbiographie: Russischer Forschungsreisender. Durchreiste ab 1870 alle Koninente. 
1888 Elmpt´sche Ethnologische Expedition in das Hochland von Annam.";;"Nachweis aus dem Vorgang E 1026/1888 (I B 18 Asien) (Todesanzeige, siehe Sterbeort und Todesdatum), DS bearb. B. Gliesmann

Hinweis unter
http://www.weltbild.de/3/16351513-1/buch/die-sandwich-inseln.html#produktbeschreibung, Zugriff 26.3.2012, BG
Inhaltsangabe zum Werk. Lebensdaten, Stichpunkte zur Biografie";318633
Anschütz;Anschütz;1904;Datum erste Erwähnung: 1904, Erwerbungsvorgang;;Geheimrat;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;310592
Ansorge, Hermann;Hermann Ansorge;"*1817; 1857";"Geburtsdatum: *1817; Datum erste Erwähnung: 1857, Erwerbungsvorgang, Korrespondenz";"Wohnort: Berlin; Aufenthaltsort: Bengalen; Sammelgebiet: Bengalen";Theologe, Pfarrer, Missionar in Bengalen;Person;Kurzbiographie: Bezeichnet sich in der Korrespondenz als Missions-Prediger und Englit[.] bischöflichen Misionar.;http://d-nb.info/gnd/117764183;"Nachweis aus dem Vorgang I B Asien, E 156/1857 (Einsicht), 
GND (Kalliope): Geburtsdatum, ergänz. Tätigkeiten/Funktion
DS bearb. B. Gliesmann";320080
Ansorge, William John;William John Ansorge;"1909; 1850 - 31.10.1913";"Datum erste Erwähnung: 1909, Erwerbungsvorgang; Lebensdaten: 1850 - 31.10.1913";"Geburtsort: Bangladesch (Bengalen); Sterbeort: Angola; Wohnort: London [...]";Sammler, Zoologe;Person;"Kurzbiographie: Born 1850 in Bangladesh. died in Angola 31.10.1913. Professor of the Royal College of Mauritius until 1886. He was appointed District Medical Officer in Uganda 1892 where he amassed a large collection of birds and other animals. In 1890 he crossed the African Continent from East to West and later became District Medical Officer in Nigeria where he participated in the Aro Expedition. He spent his retirement travelling and collecting in Africa.
His Collection of Angolan Birds from 1905 and 1908 - 1909 as well as his Collection of Portugese Guinea Birds from 1909 were given to the BM(NH). He discovered many new species and sub species which bear his name. Obituary can be found in 1915 edition of Ibis, Journal of the British Ornithologists Union. 

Laut einem Brief an Luschan, sammelte Ansorge Beninobjekte in den Dörfern um die Stadt Benin. Eine Anzahl dieser Objekte, versteigerte in November 1909 in London bei dem Auktionshaus J.C. Stevens.";http://d-nb.info/gnd/102071608;"Nachweis aus dem Inventar III, DS bearb. B. Gliesmann

W.J. Ansorge, Under the African sun; a description of native races in Uganda, sporting adventures and other experiences (New York, Longmans, Green, 1899) (bearb. Dr. J. Fine)

EM-Archiv, E 2556/1909 (bearb J. Fine)

Quelle der Kurzbiographie, Lebensdaten, und Addressen: http://www.nhm.ac.uk/research-curation/library/archives/catalogue/dserve.exe?dsqServer=placid&dsqIni=Dserve.ini&dsqApp=Archive&dsqDb=Persons&dsqSearch=Code==%27PX780%27&dsqCmd=Show.tcl (aufgerufen 17.12.2015) (bearb. J. Fine)

GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB), Datensatz ohne weitere Angaben oder Lit. Verweise";2596
Antelmann, Bruno;Bruno Antelmann;"1894; 1903";"Datum erste Erwähnung: 1894, Erwerbungsvorgang; Datum letzte Erwähnung: 1903, Erwerbungsvorgang";Tätigkeitsort: Berlin;Veräußerer, Kolonialwarenhändler [Dt. Kolonialhaus, Berlin];Person;"Kurzbiographie: Besitzer des Deutschen Kolonialhauses, Lützowstraße 89-90 in Berlin. Deutsche Kolonialausstellungen simulieren afrikanisches Alltagsleben. Bruno Antelmann war Geschäftsmann, der sich auf den Import von „Kolonialwaren“ spezialisiert hatte. Seine Firma, das Deutsche Kolonialhaus an der , vertrieb sämtliche Artikel der Kolonialwarenbranche vom „Usambarakaffee“ über „Herero-Schmuck“ bis hin zu „Hausgötzen aus Togo“. Bruno Antelmann nahm mit einer ""Negerhütte"" an der Gewerbeausstellung in Treptow 1896 teil. Es gab bei ihm Kamerunkakao, Usambarakaffee und Neu-Guineazigarren zu verkosten. Nach Ablauf der Ausstellung bot er sogar einigen Eingeborenen einen Ausbildungsplatz in seinem ""Deutschen Kolonialhaus"" in Berlin-Mitte an, einem Kolonialwarenladen mit angeschlossenem Kaffeehaus. Dank der schwarzen Angestellten konnte es fortan auch mit dem gebotenen exotischen Flair aufwarten.[2]
Das kinderlose Ehepaar Antelmann nahm Kwassi Bruce und noch noch einige andere junge Afrikaner in Pflege, auch sie „Söhne angesehener eingeborener Familien, die zumeist durch die Herren Gouverneure der einzelnen Schutzgebiete an den Chef des Deutschen Kolonialhauses , Herrn Bruno Antelmann, zur Erziehung und beruflichen Ausbildung empfohlen wurden.“ [1]";;"[1 ] Zit. nach: Joachim Zeller: „Das Deutsche Kolonialhaus in der Lützowstraße“. In: Ulrich van der Heyden / Joachim Zeller (Hg.): Kolonialmetropole Berlin. Eine Spurensuche. Berlin 2002. S. 89. -- veröffentl. unter http://www.dhm.de/ausstellungen/namibia/stadtspaziergang/reichskolonialamt.htm

[2] zur Kol.auss. Treptow: http://www.planet-wissen.de/politik_geschichte/preussen/deutsche_kolonien/portraet_1896.jsp, Zugriff 23.11.2010



Briefkopf Kolonialhaus unter E 204/1901

DS bearb. B. Gliesmann";2597
Anthor, Gustav;Gustav Anthor;1926;Datum erste Erwähnung: 1926, Erwerbungsvorgang;"Aufenthaltsort: Berlin; Aufenthaltsort: Bezirk, Steglitz";Veräußerer;Person;;;Nachweis aus dem Inventar I A, DS bearbeitet von B. Weiss, DS bearb. B. Gliesmann;404208
Anthropologische Gesellschaft Antwerpen;Anthropologische Gesellschaft Antwerpen;1888;Datum erste Erwähnung: 1888, Vorgang;Sitz: Antwerpen (Belgien);;Körperschaft;;;Nachweis aus dem Vorgang E 610/1888 (IB 7 Afrika), DS bearb. B. Gliesmann;110288
Anthropologische Sammlung Berlin;Anthropologische Sammlung Berlin;"1917; 1924";"Datum erste Erwähnung: 1917, Erwerbungsvorgang; Datum letzte Erwähnung: 1924, Erwerbungsvorgang";Standort: Berlin;;Körperschaft;;;"Nachweis aus dem Inventar V, DS bearb. B. Gliesmann
Nachweis  aus dem Inventaren IV, III / III Kopie, DS erg. E. Maluche";145
Antiquarische Gesellschaft, Zürich;Antiquarische Gesellschaft, Zürich;"1887; 1951";"Datum erste Erwähnung: 1887, Korrespondenz (Aktenvorgang); Datum letzte Erwähnung: 1951, Vorgang";"Schweiz; Sitz: Zürich";;Körperschaft;;https://reconcile.gnd.network/gnd/1003869-3;Nachweis aus dem Vorgang V, E 779/1887, DS bearb. B. Gliesmann;377469
Antiquarisches Buchkabinet;Antiquarisches Buchkabinet;1922;Datum erste Erwähnung: 1922, Erwerbungsvorgang;;Veräußerer;Körperschaft;;;Nachweis aus dem Inventar I A, DS bearbeitet von B. Weiss;405295
Antiquarium, Königliche Museen zu Berlin;Antiquarium, Königliche Museen zu Berlin;"1830 - 1918; 1857";"Existenzdaten: 1830 - 1918; Datum erste Erwähnung: 1857, Erwerbungsvorgang (EM)";Standort: Berlin;;Körperschaft;Kurzbiographie: Sammlung sämtlicher Münzen, Medaillen, geschnittener Steine, antike Vasen und Majoliken - Direktor Prof. Levezow;http://d-nb.info/gnd/1701241-7https://reconcile.gnd.network/gnd/10001498-7;"Nachweis aus dem Vorgang IB Asien, E 148/1857, DS bearb. B. Gliesmann
= Existenzdaten, GND übernommen von ANT";342572
Anton Schroll & Co. GmbH;Anton Schroll & Co. GmbH;1928;Datum erste Erwähnung: 1928, Erwerbungsvorgang;Sitz: Wien (Österreich);Veräußerer;Körperschaft;;;Nachweis aus dem Inventar V, DS bearb. B. Gliesmann;562
Antonia Lyceum;Antonia Lyceum;1887;Datum erste Erwähnung: 1887, Erwähnung im Vorgang;;;Körperschaft;;;Nachweis aus dem Bürojournal zum Vorgang E 755/1887 (IX), DS bearb. B. Gliesmann;409982
Antunez, Santiago;Santiago Antunez;1911;Datum erste Erwähnung: 1911, Erwerbungsvorgang;;Veräußerer;Person;;;Nachweis aus dem Inventar V, DS bearb. B. Gliesmann;147
Anz;Anz;1906;Datum erste Erwähnung: 1906, Aktenvorgang;"Bezug: Windhoek (Deutsch-Südwestafrika); heutige Zuordnung: Land, Namibia";;Person;;;Nachweis aus dem Vorgang E 261/1906 (I B 36 Afrika), DS bearb. B. Gliesmann;109735
Aoki Shuzô (青木周蔵);Aoki Shuzô (青木周蔵);"1844 - 1914; 1874 - 1885; 1892 - 1897 [...]";"Lebensdaten: 1844 - 1914; Tätigkeitszeit: 1874 - 1885, als Diplomat in Berlin; Tätigkeitszeit: 1892 - 1897, nochmals als Gesandter in Berlin [...]";"Japan; Tätigkeitsort: Berlin";Veräußerer, Diplomat;Person;;;"DS angel. Dr. Nahser, bearb. B. Gliesmann

Tokyo-Berlin im 19. u. 20. Jh., Berlin (Japan.-Dtsch. Zentrum), 1997, S. 38 sowie Anm. 28.

Ferner:
Biografische Notizen auch in:
Becker, Bert (Hg.), Georg Michaelis-Ein preußischer Jurist im Japan der Meiji-Zeit. , München 2001.
S. 70.

Brückenbauer. Pioniere des japanisch-deutschen Kulturaustausches (Hg. JDZB), Berlin , 2005, S. 32 f.

Foto in; 150 Jahre deutsch-japan. Beziehungen, Tokyo 2013.

Hinweis auf http://de.wikipedia.org/wiki/Aoki_Sh%C5%ABz%C5%8D";1101
Apitz, Wilhelm;Wilhelm Apitz;1897;Datum erste Erwähnung: 1897, Erwerbungsvorgang;Aufenthaltsort: Rixdorf;;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;1764
Appelhaus <Frau>;Frau Appelhaus;1911;Datum erste Erwähnung: 1911, Erwerbungsvorgang;Aufenthaltsort: Charlottenburg;Veräußererin;Person;;;Nachweis aus dem Inventar V, DS  bearb. B. Gliesmann;148
Appold;Appold;1931;Datum erste Erwähnung: 1931, Erwerbungsvorgang;"Wohnort: Berlin; Wohnort: Bezirk, Steglitz; Sammelgebiet: Westafrika";Sammler, Major a.D.;Person;;;Nachweis aus dem Inventar III/III Kopie, DS bearb. E. Maluche, DS bearb. B. Gliesmann;381503
Araoz, Manuel;Manuel Araoz;1893;Datum erste Erwähnung: 1893, Erwerbungsvorgang;;Veräußerer;Person;;;aus dem Hauptkatalog V C, bearb. B. Gliesmann;90734
Archaeological Survey of India. Northern Circle;Archaeological Survey, Northern Circle India;1909;Datum erste Erwähnung: 1909, Erwähnung im Erwerbungsvorgang;Sitz: Lahore (Indien);Veräußerer Inst.;Sozietät;"Kurzbiographie: Seite der Mitte des 19Jh. arbeitete die Archaeological Survey of India an der Erforschung, Ausgrabung
Konservierung und Sicherung von Monumenten und Stätten in Indien.
Circle reports 1881-1921.";;"Nachweis aus dem Inventar I A, DS bearbeitet von B.Weiss, DS bearb. B. Gliesmann

http://www.crl.edu/sites/default/files/d6/attachments/pages/Arch%20Survey%20of%20India%20Circle%20Reports.pdf, Zugriff 17.7.2017";405102
Arechavaleta, José;José Arechavaleta;"1900; 27.9.1838 - 16.6.1912; 1888";"Datum letzte Erwähnung: 1900, Erwerbungsvorgang; Lebensdaten: 27.9.1838 - 16.6.1912; Datum erste Erwähnung: 1888, Erwerbungsvorgang";"Geburtsort: Urioste (Spanien); Sterbeort: Montevideo (Uruguay); Tätigkeitsort: Montevideo (Uruguay) [...]";Veräußerer, Direktor des Museo Nacional de Mondevideo;Person;Kurzbiographie: Studiert Medizin bis zum Abschluss 1868. 1868 Comisión Asesora del Museo, Dozentenstelle an der Universität. 1890 Direktor des Museo Nacional Monteviedo.;;"Nachweis aus dem Inventar I und Vorgang I B Amerika

zu biograf. Angaben: http://www.mec.gub.uy/munhina/biograf2.htm (span., mit Portrait)

DS bearb. B. Gliesmann, A.Beyer

Ergänzung aus Günther Hartmann in: ZfE, Bd. 100, Verl. Albert Limbach Braunschweig 1975, S. 312, 316/321
DS bearb. A. Beyer";1765
Arendt <Dr.>;Dr. Arendt;1903;Datum erste Erwähnung: 1903, Erwerbungsvorgang;Sammelgebiet: Peking (China);Veräußerer, Oberstabsarzt;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;409229
